"sido","sigun","dong","구주소본번","구주소부번","street","새주소본번","새주소부번","건물명","상세건물명","X좌표","Y좌표"
"서울특별시","종로구","행촌동","210","268","인왕산로1길","62","2","","","196715.6588","452909.9274"
"서울특별시","종로구","인사동","215","1","인사동3길","29","0","","","198706.0964","452455.0501"
"서울특별시","종로구","관훈동","100","4","인사동14길","5","0","","","198624.152","452823.2453"
"서울특별시","종로구","통인동","87","0","자하문로11길","26","0","","","197365.6464","453376.5758"
"서울특별시","종로구","행촌동","210","574","인왕산로1길","60","4","","","196735.6148","452895.1086"
"서울특별시","종로구","권농동","185","13","서순라길","97","0","","","199281.4459","452780.4061"
"서울특별시","종로구","당주동","167","2","새문안로5길","5","19","","","197740.9269","452381.2451"
"서울특별시","종로구","낙원동","92","0","삼일대로26길","10","0","","","199005.0274","452612.0502"
"서울특별시","종로구","운니동","87","1","삼일대로32길","31","18","","","199006.891","452975.2717"
"서울특별시","종로구","권농동","188","2","서순라길","89","4","","","199284.6033","452756.1214"
"서울특별시","종로구","내수동","4","0","새문안로5가길","11","0","옥빌딩","","197687.8556","452616.8993"
"서울특별시","종로구","관철동","14","7","삼일대로19길","24","0","","","198782.1833","452235.5646"
"서울특별시","종로구","익선동","79","0","삼일대로32가길","50","0","","","199144.527","452798.642"
"서울특별시","종로구","봉익동","1","1","서순라길","75","0","","","199334.8139","452693.5148"
"서울특별시","종로구","당주동","128","16","새문안로3길","21","1","","","197567.6994","452505.4298"
"서울특별시","종로구","관철동","7","3","삼일대로19길","5","0","","","198869.5235","452208.6614"
"서울특별시","종로구","익선동","90","0","삼일대로32가길","36","0","","","199081.2601","452776.8335"
"서울특별시","종로구","봉익동","38","12","서순라길","43","7","","","199397.8105","452530.0726"
"서울특별시","종로구","관철동","10","23","삼일대로15길","3","0","","","198874.3962","452135.6474"
"서울특별시","종로구","사직동","262","8","사직로7길","10","0","","","196988.9896","452847.6971"
"서울특별시","종로구","내자동","148","0","사직로10길","9","0","","","197389.0532","452885.8893"
"서울특별시","종로구","사직동","261","0","사직로7길","1","0","","","197027.8761","452764.6794"
"서울특별시","종로구","구기동","196","2","비봉길","137","0","금선사","","195900.8847","457865.8885"
"서울특별시","종로구","구기동","230","26","비봉5길","43","1","","","195883.2715","457038.003"
"서울특별시","종로구","필운동","135","0","사직로9가길","5","1","","","197242.4324","453010.3474"
"서울특별시","종로구","신문로2가","1","297","사직로6길","49","16","","","197007.4718","452495.9198"
"서울특별시","종로구","구기동","230","4","비봉5길","30","0","","","195830.0275","457157.2292"
"서울특별시","종로구","필운동","133","2","사직로9길","8","0","","","197223.2842","453003.5031"
"서울특별시","종로구","신문로2가","1","285","사직로6길","23","1","","","196979.6721","452512.9187"
"서울특별시","종로구","구기동","230","28","비봉5길","27","16","","","195908.2786","457020.9241"
"서울특별시","종로구","내자동","200","0","사직로8길","23","1","주한중국문화원","","197468.7152","452784.9569"
"서울특별시","종로구","사직동","283","3","사직로5길","28","0","미림주택","","196909.6981","452760.9196"
"서울특별시","종로구","명륜2가","38","3","대명길","26","0","","","200008.3241","453762.6578"
"서울특별시","종로구","창신동","629","51","낙산성곽동길","48","0","","","200822.8791","453008.6388"
"서울특별시","종로구","연건동","49","0","대학로7길","14","0","","","200112.4309","453287.5435"
"서울특별시","종로구","명륜4가","46","5","대명길","19","2","","","200043.7446","453744.9441"
"서울특별시","종로구","숭인동","235","3","난계로27길","69","6","동진빌딩","","201700.3776","452531.8043"
"서울특별시","종로구","명륜4가","208","21","대학로9가길","22","0","","","199967.4132","453525.0721"
"서울특별시","종로구","연건동","44","1","대학로5길","57","0","","","200138.9698","453340.4114"
"서울특별시","종로구","명륜4가","38","0","대명1길","19","0","","","200070.9578","453684.521"
"서울특별시","종로구","봉익동","11","13","돈화문로10가길","23","1","","","199324.8635","452662.0478"
"서울특별시","종로구","연건동","50","5","대학로5길","48","0","","","200103.6682","453304.1227"
"서울특별시","종로구","명륜4가","66","3","대명1길","16","7","","","200024.4754","453701.9251"
"서울특별시","종로구","숭인동","234","45","난계로25길","83","0","","","201660.2519","452439.5689"
"서울특별시","종로구","명륜4가","123","1","대학로9길","21","0","","","200065.484","453552.3545"
"서울특별시","종로구","연건동","114","1","대학로5길","29","1","","","200041.6518","453235.8797"
"서울특별시","종로구","혜화동","22","65","창경궁로35길","45","0","","","200189.0754","454258.8819"
"서울특별시","종로구","혜화동","26","31","창경궁로35길","40","0"," "," ","200222.6884","454219.5189"
"서울특별시","종로구","연지동","65","2","창경궁로16길","6","3","","","199836.471","452704.9963"
"서울특별시","종로구","원남동","35","0","창경궁로20길","17","7","","","199856.8674","452893.0321"
"서울특별시","종로구","원남동","70","0","창경궁로20길","10","0","","원남태권도학원","199825.8971","452827.4916"
"서울특별시","종로구","원서동","135","39","창덕궁3가길","28","0","궁전빌라트","가동","198991.2506","453408.8498"
"서울특별시","종로구","계동","140","55","창덕궁1길","41","0","","","198839.5757","453301.2373"
"서울특별시","종로구","혜화동","26","27","창경궁로35길","38","0","","","200233.4374","454205.9809"
"서울특별시","종로구","혜화동","88","3","창경궁로35길","5","0","","","200111.7746","454083.1559"
"서울특별시","종로구","연지동","100","5","창경궁로16가길","28","1","우석빌딩","","199920.9438","452681.0344"
"서울특별시","종로구","원남동","72","1","창경궁로20길","6","0","","우신빌딩","199816.5673","452824.8215"
"서울특별시","종로구","원남동","66","32","창경궁로18길","22","3","","","199888.6664","452840.871"
"서울특별시","종로구","계동","140","57","창덕궁1길","35","0","","","198871.7378","453302.1439"
"서울특별시","종로구","창신동","401","24","지봉로2길","9","0","","","201496.7814","452338.2177"
"서울특별시","종로구","숭인동","52","4","지봉로14길","21","3","","","201385.8435","453256.1333"
"서울특별시","종로구","구기동","103","10","진흥로22나길","28","6","","","196189.7693","456399.6583"
"서울특별시","종로구","신영동","235","2","진흥로22가길","63","0","","","196464.0014","456188.8965"
"서울특별시","종로구","창신동","13","80","지봉로17길","49","0","서일국제경영고등학교","","201129.595","453314.4645"
"서울특별시","종로구","숭인동","21","5","낙산길","314","11","","","201502.7726","453403.1805"
"서울특별시","종로구","계동","127","3","계동길","68","0","","","198839.7196","453423.0652"
"서울특별시","종로구","계동","32","8","계동4길","15","9","","","198907.9123","453687.5342"
"서울특별시","종로구","필운동","35","0","필운대로1길","37","0","","","197117.6048","453142.8833"
"서울특별시","종로구","누상동","64","0","필운대로5가길","42","0","","","197088.8035","453449.3922"
"서울특별시","종로구","필운동","12","0","필운대로1길","34","0","배화여자대학교배화여자중고등학교","","197058.5194","453254.0943"
"서울특별시","종로구","평창동","563","3","평창길","95","0","","","196781.756","456825.9713"
"서울특별시","종로구","평창동","326","1","평창길","6","8","","","196939.5611","456209.757"
"서울특별시","종로구","누하동","107","2","필운대로5가길","13","3","","","197185.5322","453374.6351"
"서울특별시","종로구","가회동","55","3","북촌로11길","9","0","","","198627.3051","453560.4167"
"서울특별시","종로구","명륜1가","16","34","성균관로","58","15","","","199761.8036","454260.5057"
"서울특별시","종로구","부암동","333","6","인왕산로","245","0","","","196977.7815","454692.0603"
"서울특별시","종로구","수송동","46","10","우정국로","45","20","삼오모텔","","198393.8635","452632.249"
"서울특별시","종로구","명륜1가","16","40","성균관로","54","29","","","199774.0837","454215.1153"
"서울특별시","종로구","이화동","137","2","율곡로","223","8","","","200334.3383","452990.9255"
"서울특별시","종로구","견지동","99","1","우정국로","42","0","","","198527.3318","452577.7502"
"서울특별시","종로구","명륜1가","69","0","성균관로","48","5",".",".","199722.3257","454172.574"
"서울특별시","종로구","이화동","184","8","율곡로","215","8","이화빌딩","","200252.751","453007.6949"
"서울특별시","종로구","와룡동","2","71","율곡로","99","0","창덕궁","","199138.335","453301.979"
"서울특별시","종로구","명륜2가","120","1","성균관로","24","1","","","199765.847","453920.8441"
"서울특별시","종로구","연건동","128","9","대학로","65","0","KT혜화지사","혜화지","200135.2759","453067.2447"
"서울특별시","종로구","연건동","28","21","대학로","101","0","서울대학교병원","","200017.0465","453283.47"
"서울특별시","종로구","연건동","28","21","대학로","101","0","서울대학교의과대학","","199771.1985","453082.6286"
"서울특별시","종로구","누하동","155","11","필운대로5길","26","2","","","197135.1565","453275.6454"
"서울특별시","종로구","누하동","155","2","필운대로5길","19","7","","","197148.8676","453296.354"
"서울특별시","종로구","통인동","46","3","필운대로6길","20","2","","통인동다세대주택","197301.3746","453432.0414"
"서울특별시","종로구","홍지동","20","1","홍지문2길","11","0","","","196070.4404","455741.8958"
"서울특별시","종로구","혜화동","5","100","혜화로14길","30","0","","","200055.8933","454544.7386"
"서울특별시","종로구","누하동","116","1","필운대로5길","18","0","","","197148.2762","453317.2603"
"서울특별시","종로구","홍지동","69","24","홍지문4길","6","0","","홍지캐슬","196253.849","455865.5637"
"서울특별시","종로구","홍지동","33","10","홍지문2가길","12","6","","","195990.3409","455657.4152"
"서울특별시","종로구","혜화동","9","5","혜화로14길","10","0","","혜화동9-5공동주택","199986.809","454487.9705"
"서울특별시","종로구","옥인동","47","379","필운대로9나길","21","0","","","197058.8966","453737.7509"
"서울특별시","종로구","홍지동","7","1","홍지문2길","20","0","상명대학교","","196091.4155","456065.1245"
"서울특별시","종로구","숭인동","56","96","지봉로14길","8","26","","","201442.5716","453097.7675"
"서울특별시","종로구","구기동","27","4","진흥로22가길","53","0","","","196427.3473","456185.132"
"서울특별시","종로구","구기동","27","2","진흥로22가길","23","0","구기CJ빌리지","에이동","196393.6974","456233.4733"
"서울특별시","종로구","창신동","14","4","지봉로17길","27","0","대성연립","","201197.6867","453335.1596"
"서울특별시","종로구","숭인동","56","66","지봉로14길","8","9","","","201425.5289","453150.7698"
"서울특별시","종로구","구기동","33","1","진흥로22가길","16","0","","","196341.5281","456268.9879"
"서울특별시","종로구","숭인동","63","7","지봉로8길","1","18","","","201411.1839","452908.5391"
"서울특별시","종로구","숭인동","57","30","지봉로12나길","17","0","","","201479.4388","453158.6811"
"서울특별시","종로구","부암동","210","15","자하문로38길","45","0","","","196963.592","454955.9757"
"서울특별시","종로구","통인동","89","19","자하문로13길","13","7","","","197367.9166","453427.1009"
"서울특별시","종로구","통인동","100","0","자하문로13길","4","13","","","197414.8569","453449.8505"
"서울특별시","종로구","부암동","191","2","자하문로41길","11","3"," "," ","196613.5392","455244.6635"
"서울특별시","종로구","부암동","396","0","자하문로37길","31","0","","","196547.6844","455141.7104"
"서울특별시","종로구","창성동","156","0","자하문로","56","0","자교교회","","197479.4409","453509.6791"
"서울특별시","종로구","화동","87","1","북촌로5가길","24","0","","","198407.6838","453448.5336"
"서울특별시","종로구","삼청동","35","165","북촌로15길","44","2","","","198533.2146","453947.8314"
"서울특별시","종로구","숭인동","1134","0","보문로1길","15","0","","","201974.3919","452993.4204"
"서울특별시","종로구","가회동","64","1","북촌로11길","1","0","","","198659.0262","453536.5039"
"서울특별시","종로구","가회동","31","81","북촌로11가길","34","7","","","198587.7516","453736.8731"
"서울특별시","종로구","소격동","102","2","북촌로5가길","17","8","","","198380.5906","453405.1815"
"서울특별시","종로구","화동","100","0","북촌로5가길","12","0","","","198426.9299","453400.0153"
"서울특별시","종로구","삼청동","35","164","북촌로15길","40","0","","","198533.7635","453959.4864"
"서울특별시","종로구","숭인동","1074","0","보문로1길","7","13","","","201947.4975","452937.816"
"서울특별시","종로구","가회동","31","67","북촌로11가길","28","0"," "," ","198600.9933","453683.2847"
"서울특별시","종로구","계동","115","1","북촌로4길","27","0","","","198817.2553","453322.3357"
"서울특별시","종로구","삼청동","158","28","북촌로15길","23","7","화인빌라","","198618.7237","454025.7613"
"서울특별시","종로구","부암동","129","37","백석동길","298","4","천일그린빌라","","196831.4","455347.6909"
"서울특별시","종로구","명륜3가","1","321","명륜2길","20","3","","","199655.0406","454401.9299"
"서울특별시","종로구","부암동","60","0","백석동2길","35","31","","","197349.7269","455481.2821"
"서울특별시","종로구","명륜3가","1","1384","명륜길","27","0","","","199589.768","454317.968"
"서울특별시","종로구","명륜3가","1","237","명륜3길","43","0","","","199355.3748","454449.1056"
"서울특별시","종로구","명륜3가","1","200","명륜2길","7","0","","","199598.7027","454388.9575"
"서울특별시","종로구","명륜1가","10","19","명륜길","10","0","","","199665.5435","454283.8915"
"서울특별시","종로구","명륜3가","1","236","명륜3길","41","0","","","199365.3896","454457.3807"
"서울특별시","종로구","명륜3가","1","1015","명륜9길","20","4","","","199458.4384","454601.276"
"서울특별시","종로구","종로5가","182","12","동호로38길","1","0","","","200202.1892","452328.7123"
"서울특별시","종로구","사직동","178","6","경희궁3가길","13","3","","","197096.4518","452593.7025"
"서울특별시","종로구","사직동","313","2","경희궁3나길","42","3","","","196996.2676","452560.3391"
"서울특별시","종로구","동숭동","129","238","낙산3길","12","0","","","200537.3973","453384.1735"
"서울특별시","종로구","계동","55","0","계동길","108","5","","","198865.8414","453610.4861"
"서울특별시","종로구","사직동","174","1","경희궁3가길","5","0","","","197111.1542","452621.8891"
"서울특별시","종로구","재동","85","3","북촌로","6","4","","","198796.2001","453102.0327"
"서울특별시","종로구","세종로","1","58","삼청로","1","0","동십자각","","198181.3511","452949.9642"
"서울특별시","종로구","관수동","69","0","돈화문로","7","4","","","199292.2071","452201.8866"
"서울특별시","종로구","와룡동","119","1","돈화문로","94","0","동원빌딩","","199158.6896","453031.8872"
"서울특별시","종로구","청진동","48","2","삼봉로","80","12","","","198374.1458","452490.9213"
"서울특별시","종로구","사직동","230","3","사직로","71","1","","","197097.904","452797.8283"
"서울특별시","종로구","관수동","81","3","돈화문로","5","8","","","199279.4831","452176.9786"
"서울특별시","종로구","와룡동","86","1","돈화문로","76","1","명성빌딩","","199198.0022","452869.3918"
"서울특별시","종로구","사직동","262","85","사직로","65","0","사직주유소","","197050.9582","452777.8482"
"서울특별시","종로구","와룡동","62","0","돈화문로","66","1","","","199224.4635","452752.6899"
"서울특별시","종로구","세종로","1","1","사직로","161","0","경복궁","","198090.9617","453148.0642"
"서울특별시","종로구","사직동","301","2","사직로","51","0","","","196924.7683","452712.6247"
"서울특별시","종로구","혜화동","183","0","대학로","142","0","","","200174.7501","453798.1832"
"서울특별시","종로구","묘동","133","1","돈화문로","62","1","","","199231.1637","452727.2883"
"서울특별시","종로구","창신동","23","656","창신6나길","21","2","","","201060.7999","452957.808"
"서울특별시","종로구","부암동","319","5","창의문로5가길","10","6","Mrs key어린이영어공부방","","196696.9929","454677.8068"
"서울특별시","종로구","부암동","237","3","창의문로10길","51","0","","","196941.5194","454833.3369"
"서울특별시","종로구","창신동","23","577","창신8길","49","0","","","200938.5337","453162.3719"
"서울특별시","종로구","충신동","18","75","충신1길","13","10","","","200738.5333","452814.4264"
"서울특별시","종로구","부암동","235","2","창의문로10길","29","0","별빛고운아파트","","196856.6651","454865.0347"
"서울특별시","종로구","창신동","596","2","창신길","124","0","동부여성문화센터","","200874.3675","453046.6392"
"서울특별시","종로구","충신동","1","310","충신2길","19","1","","","200686.2718","452842.7164"
"서울특별시","종로구","부암동","320","0","창의문로9길","27","1","","","196607.1441","454686.9492"
"서울특별시","종로구","창신동","595","192","창신길","104","19","","","200976.4975","452995.3134"
"서울특별시","종로구","충신동","1","227","충신2길","16","6","","","200710.1096","452818.5855"
"서울특별시","종로구","부암동","382","9","창의문로9길","21","4","","","196609.6478","454729.5654"
"서울특별시","종로구","창신동","594","8","창신길","98","0","덕산치안센터","","200929.7041","452937.6878"
"서울특별시","종로구","충신동","1","257","충신2길","21","0","","","200693.5323","452850.4204"
"서울특별시","종로구","숭인동","186","0","종로67길","3","16","","","201807.1454","452815.0648"
"서울특별시","종로구","숭인동","178","64","종로65길","20","14","","","201823.1197","452894.5384"
"서울특별시","종로구","숭인동","317","30","종로56길","25","0","","교양빌딩","201477.1166","452488.7991"
"서울특별시","종로구","청진동","3","2","종로5길","38","1","청일빌딩","","198277.7382","452498.7693"
"서울특별시","종로구","숭인동","178","91","종로65길","12","18","","","201817.2856","452844.2887"
"서울특별시","종로구","숭인동","296","3","종로56길","5","0","","","201469.9711","452591.7742"
"서울특별시","종로구","청진동","136","0","종로5길","13","0","삼공빌딩","","198274.252","452388.1952"
"서울특별시","종로구","숭인동","207","50","종로66가길","32","0","고려빌딩","","201789.4121","452642.9069"
"서울특별시","종로구","숭인동","178","70","종로65길","12","13","","","201804.5508","452870.6963"
"서울특별시","종로구","숭인동","237","23","종로58길","31","0","세일TV","","201629.3216","452509.7859"
"서울특별시","종로구","홍지동","34","1","홍지문2가길","11","0","","","196048.5735","455652.8177"
"서울특별시","종로구","옥인동","47","6","필운대로9나길","16","0","","","197081.4754","453711.6285"
"서울특별시","종로구","옥인동","47","469","필운대로9길","25","0","","","196956.1826","453641.811"
"서울특별시","종로구","통의동","7","1","효자로7길","6","3","","","197650.105","453285.5967"
"서울특별시","종로구","평창동","361","6","평창13길","10","0","오보에힐스","","196846.1592","456503.2578"
"서울특별시","종로구","평창동","543","7","평창17길","24","0","","","197046.7376","457053.9567"
"서울특별시","종로구","평창동","457","1","평창31길","23","4","","평창동 빌라","197898.5573","456889.5048"
"서울특별시","종로구","평창동","296","21","평창2길","11","1","","","196729.6491","456262.7521"
"서울특별시","종로구","평창동","361","1","평창13길","3","0","오보에힐스","101동","196907.8963","456491.9049"
"서울특별시","종로구","평창동","553","2","평창16길","29","0","","","196918.7458","456864.0118"
"서울특별시","종로구","평창동","458","5","평창31길","12","0","","","197818.6134","456862.3508"
"서울특별시","종로구","숭인동","72","15","종로","369","0","","","201611.4893","452720.3264"
"서울특별시","종로구","종로2가","9","0","종로","69","0","YMCA","","198681.7502","452351.0372"
"서울특별시","종로구","창신동","303","0","종로","335","1","명제빌딩","","201293.4319","452607.7763"
"서울특별시","종로구","창신동","151","2","종로","313","0","그린약국","","201101.55","452533.5137"
"서울특별시","종로구","홍지동","96","3","자하문로","314","0","","","196340.446","455597.0409"
"서울특별시","종로구","숭인동","260","1","종로","358","7","","","201533.2549","452601.5226"
"서울특별시","종로구","홍지동","94","12","자하문로","312","7","","","196359.421","455620.9229"
"서울특별시","종로구","창신동","213","0","종로","325","8","","","201243.4202","452585.7818"
"서울특별시","종로구","창신동","497","2","종로","300","1","","","200993.1257","452450.0856"
"서울특별시","종로구","창신동","560","0","종로","297","0","","","200944.695","452488.3165"
"서울특별시","종로구","창신동","443","11","종로","282","0","","","200888.961","452334.5648"
"서울특별시","종로구","홍지동","103","18","자하문로","302","7","","","196430.5288","455594.7474"
"서울특별시","종로구","종로6가","99","0","종로","269","13","","","200728.1167","452464.0537"
"서울특별시","종로구","신문로1가","163","0","새문안로","92","0","광화문오피시아","","197782.9944","452240.4754"
"서울특별시","종로구","홍지동","122","14","세검정로","216","1","","","196264.9333","455529.3667"
"서울특별시","종로구","홍지동","92","4","세검정로","238","0","","","196385.5555","455670.0705"
"서울특별시","종로구","홍지동","76","23","세검정로","227","11","","","196245.977","455679.7591"
"서울특별시","종로구","신문로1가","2","0","새문안로","103","0","선광빌딩","","197887.1655","452331.0773"
"서울특별시","종로구","평동","108","1","새문안로","29","0","강북삼성병원","","197215.7107","452075.2206"
"서울특별시","종로구","평동","149","1","새문안로","27","0","서진빌딩","","197199.353","452039.5968"
"서울특별시","종로구","신문로2가","22","2","새문안로","41","3","","","197279.4619","452153.9865"
"서울특별시","종로구","신문로2가","92","0","새문안로","58","0","LG광화문빌딩","","197486.2687","452198.324"
"서울특별시","종로구","신문로2가","2","1","새문안로","55","0","서울역사박물관","","197378.1098","452327.5862"
"서울특별시","종로구","신문로2가","27","0","새문안로","35","26","","","197258.1793","452138.4668"
"서울특별시","종로구","종로5가","182","19","동호로","406","0","","","200205.928","452337.9033"
"서울특별시","종로구","숭인동","1212","0","보문로","21","3","","","202022.4196","453106.4498"
"서울특별시","종로구","숭인동","181","179","종로65길","46","0","","","201754.1271","452999.3773"
"서울특별시","종로구","숭인동","178","36","종로65가길","25","0","","","201705.1151","452867.6576"
"서울특별시","종로구","창신동","390","5","종로54길","29","3","","","201263.6564","452398.2519"
"서울특별시","종로구","숭인동","242","1","종로58길","30","0","","","201540.5933","452506.747"
"서울특별시","종로구","종로6가","236","2","종로41나길","18","0","","","200454.3706","452605.3936"
"서울특별시","종로구","창신동","143","35","종로51가길","10","8","","","201101.0946","452587.9812"
"서울특별시","종로구","종로6가","228","11","종로41나길","9","3","","","200504.5117","452591.5596"
"서울특별시","종로구","종로5가","231","17","종로40가길","46","0","","","200368.9568","452331.668"
"서울특별시","종로구","창신동","436","20","종로50가길","18","2","","","201025.4804","452330.0901"
"서울특별시","종로구","충신동","206","10","종로39길","54","0","조일빌딩","","200398.477","452610.4906"
"서울특별시","종로구","이화동","9","432","이화장1나길","35","15","","104호","200686.7092","453161.9483"
"서울특별시","종로구","경운동","64","23","인사동10길","28","7","","","198816.2782","452752.9269"
"서울특별시","종로구","관훈동","168","0","인사동길","47","0","","","198608.6103","452757.2975"
"서울특별시","종로구","인사동","154","10","인사동길","15","11","","","198769.7159","452502.2591"
"서울특별시","종로구","이화동","9","94","이화장1나길","33","5","","101호","200678.2637","453132.9319"
"서울특별시","종로구","관훈동","30","27","인사동10길","18","0","대림화랑","","198755.0577","452742.604"
"서울특별시","종로구","인사동","34","6","인사동길","14","7","","","198868.6865","452520.2177"
"서울특별시","종로구","이화동","9","477","이화장1나길","29","7","","90호","200652.821","453129.6365"
"서울특별시","종로구","충신동","123","10","율곡로20길","23","6","","","200350.611","452790.1034"
"서울특별시","종로구","이화동","9","10","율곡로19길","41","15","","","200572.8887","453066.3377"
"서울특별시","종로구","와룡동","50","2","율곡로8길","53","0","","","199224.3881","452823.9299"
"서울특별시","종로구","소격동","150","0","율곡로3길","73","1","","","198409.7712","453261.4622"
"서울특별시","종로구","충신동","123","1","율곡로20길","19","8","","","200377.0486","452801.3652"
"서울특별시","종로구","이화동","9","16","율곡로19길","33","19","","","200552.283","453090.2267"
"서울특별시","종로구","운니동","91","2","율곡로6길","26","16","","","199011.2228","452958.7078"
"서울특별시","종로구","안국동","17","7","율곡로3길","66","16","","","198491.7134","453242.8681"
"서울특별시","종로구","사간동","8","1","율곡로1길","56","0","","","198324.9459","453200.3768"
"서울특별시","종로구","이화동","9","34","율곡로19길","33","6","","","200592.9426","453032.2873"
"서울특별시","종로구","안국동","37","1","율곡로3길","50","0","덕성여자고등학교","","198526.2062","453165.4753"
"서울특별시","종로구","사간동","49","0","율곡로1길","47","0","","","198300.1938","453172.6537"
"서울특별시","종로구","충신동","51","0","율곡로19길","9","0","","","200478.263","452939.1622"
"서울특별시","종로구","와룡동","103","0","율곡로8길","26","0","","","199179.464","452951.5417"
"서울특별시","종로구","가회동","31","17","북촌로11길","26","0","","","198573.3867","453617.0573"
"서울특별시","종로구","효제동","105","6","율곡로14길","42","0","","","200291.7372","452743.2213"
"서울특별시","종로구","수송동","45","2","율곡로4길","49","0","","","198352.1533","452664.6216"
"서울특별시","종로구","충신동","194","0","율곡로22가길","25","6","","","200353.3932","452731.7171"
"서울특별시","종로구","봉익동","9","1","율곡로10길","95","9","","","199319.7944","452636.775"
"서울특별시","종로구","와룡동","19","2","율곡로8길","7","0","","","199173.7749","453046.2503"
"서울특별시","종로구","수송동","13","0","율곡로4길","6","0","","","198417.9192","452859.7671"
"서울특별시","종로구","충신동","175","10","율곡로22가길","7","0","","","200439.7433","452756.4471"
"서울특별시","종로구","이화동","9","541","율곡로19길","68","9","","82","200664.834","453096.2964"
"서울특별시","종로구","운니동","97","0","율곡로6길","22","0","","","199038.5279","452968.3656"
"서울특별시","종로구","소격동","149","5","율곡로3길","75","3","","","198404.5406","453270.9415"
"서울특별시","종로구","계동","79","15","북촌로6길","25","5","","","198782.568","453456.8981"
"서울특별시","종로구","화동","23","16","북촌로5나길","13","0","","","198422.0438","453524.9502"
"서울특별시","종로구","삼청동","35","68","북촌로11다길","22","0","","","198468.0279","453725.3002"
